title,price,location,creation_date,link,publisher,details,images,desc,ad_num,date
قطعه علي الرئيسي ومجمع الخدمات سعر لقطه,"800,000 ج.م","مدينة بدر, القاهرة",منذ 4 أيام,https://www.olx.com.eg/properties/cairo/,شركة-اعالى-بدر-للتسويق-العقارى,"['النوع', 'سكنية', 'السعر', '800,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '209', 'طريقة الدفع', 'كاش', 'بيع/إيجار', 'للبيع']",['https://images.olx.com.eg/thumbnails/44070518-400x300.jpeg'],['قطعه بالمجاوره الخامسه علي الرئيسي بحري \nعلي مجمع الخدمات وبجوار مجمع النوادي\nخالصه من الجهاز وبها رخصه بناء وتصريح حفر وعداد مياه\nمحفوره وجاهزه للبناء\nللتواصل\nahmed\n01015466784\n01113995445'],['رقم الإعلان 194589571'],"11-29-2022, 13-42"
شقة الرحاب للإيجار مفروش ٩٠ م دور تالت بجوار السوق مباشرة,"8,500 ج.م","مدينة الرحاب, القاهرة",منذ 4 أيام,https://www.olx.com.eg/properties/cairo/,الربوه للتسويق العقاري,"['النوع', 'شقة', 'كمبوند', 'رحاب سيتي', 'نوع السعر', 'قابل للنقاش', 'فيديو', 'غير متوفر', 'السعر', '8,500', 'مقدم', '27,000', 'المساحة (م٢)', '90', 'غرف نوم', '2', 'الحمامات', '1', 'الطابق', '3', 'مفروش', 'نعم', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44109322-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109323-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109324-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109325-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109326-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109327-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109328-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109329-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109330-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109331-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44109332-400x300.jpeg']",['شقة الرحاب للإيجار مفروش\n2 غرفة نوم و 1 حمام وريسبشن قطعتين\nدور تالت بدون اسنسير\nڤيو وايد جاردن \nبجوار السوق مباشرة وبوابة 6\nمول سيتي سكوير\nسعر لقطه \nللتواصل:-\n01067162576'],['رقم الإعلان 194597355'],"11-29-2022, 13-42"
للبيع في الرحاب شقه ١٦٨م فيووو جاردن  بسعر لقطه,"3,000,000 ج.م","مدينة الرحاب, القاهرة",منذ 5 أيام,https://www.olx.com.eg/properties/cairo/,للتسويق العقاري بمدينة الرحاب FAMTLY DREAM,"['النوع', 'شقة', 'كمبوند', 'رحاب سيتي', 'السعر', '3,000,000', 'نوع السعر', 'السعر', 'مقدم', '3,000,000', 'المساحة (م٢)', '168', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43901351-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43901352-400x300.jpeg']",['للبيع في الرحاب شقه ١٦٨م فيوو جاردن بحرى شرقى دور تانى بالمرحلة الرابعه افضل مراحل الرحاب  ٣نوم ٣حمام رسبشن ٣قطع  موقع مميز جدا  وسيط من المالك مباشر والتفاوض مع المالك مباشر يسعدنا ويشرفنا تواصلكم معنا فى جميع طلباتكم وعروضكم فى اى مكان بالرحاب واحد او الرحاب اتنين او تلال الرحاب او الرحاب هيلز للتواصل فون او واتس اب 01111540618'],['رقم الإعلان 194556783'],"11-29-2022, 13-42"
أسكن في شقة 205م بجوار النادي الاهلي التجمع الخامس بيت الوطن وبتسهيلات,"1,600,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 5 أيام,https://www.olx.com.eg/properties/cairo/,الشركة العربية للتنمية العقارية,"['النوع', 'شقة', 'السعر', '1,600,000', 'نوع السعر', 'السعر', 'مقدم', '348,000', 'المساحة (م٢)', '205', 'غرف نوم', '4', 'الحمامات', '3', 'الطابق', '3', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', '2024', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/24775741-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775742-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775743-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775744-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775745-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775746-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775747-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775748-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775749-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/24775750-400x300.jpeg']",['أسكن في شقة 205م بجوار النادي الاهلي التجمع الخامس بيت الوطن وبتسهيلات\nللبيع شقة امامي بمشروع مميز بالحي الرابع بيت الوطن القاهرة الجديدة \nهتسكن بجوار منطقة النوادي وخصوصاً النادي الأهلي ونادي الجزيرة والشرطة \nبالقرب من محور بن زايد والعاصمة الادارية \nبالقرب من شارع التسعين وطريق السويس ومنطقة الفيو زون \nأنتهز الفرصة وأسكن في شقة بأفضل تقسيم داخلي 4 نوم و 3 حمام ورسيبشن 3 قطع \nالشركة العربية للتنمية العقارية خبرة سنين'],['رقم الإعلان 190767976'],"11-29-2022, 13-42"
Rent -Trivium business complex 98m  600Egp/meter,600 ج.م,"القاهرة الجديدة - التجمع, القاهرة",منذ 45 دقائق,https://www.olx.com.eg/properties/cairo/?page=7,Mahmoud,"['النوع', 'مكتب', 'السعر', '600', 'نوع السعر', 'السعر', 'مقدم', '6', 'المساحة (م٢)', '98', 'مفروش', 'لا', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44427087-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427088-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427089-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427090-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427091-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427092-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427093-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427094-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427095-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427096-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427097-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427098-400x300.jpeg']",['For rent 98m unit in Trivium Business Complex. \nPerfect location on North 90\nRent period 6 MONTHS only to be paid on ONE INSTALLMENT IN ADVANCE. \nNo brokers fees Direct from the owner\n\u200eمباشرة من المالك\nWhatsapp +97466693454'],['رقم الإعلان 194660734'],"11-29-2022, 13-42"
تاون هاوس 249 م للبيع في كمبوند المراسم استلام فوري,"8,500,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 1 أسبوع,https://www.olx.com.eg/properties/cairo/,Identity Real Estate,"['النوع', 'تاون هاوس', 'كمبوند', 'فيفث سكوير', 'السعر', '8,500,000', 'نوع السعر', 'السعر', 'مقدم', '7,403,000', 'المساحة (م٢)', '249', 'غرف نوم', '4', 'الحمامات', '4', 'مفروش', 'لا', 'طريقة الدفع', 'كاش أو تقسيط', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43853607-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43853609-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43853610-400x300.jpeg']",['فيلا تاون هاوس مبنية  مساحة 249 متر نصف تشظيب \nارضي + اول +رووف \n لوكيشن مميز نمرة اولي \nاستلام فوري في كمبوند المراسم\n4 غرف نوم +4 حمامات'],['رقم الإعلان 194547017'],"11-29-2022, 13-42"
شقة 121م ارضى بحديقة 60م للبيع بمدينةالرحاب٢ بجوار افينيو,"2,700,000 ج.م","مدينة الرحاب, القاهرة",منذ 49 دقائق,https://www.olx.com.eg/properties/cairo/?page=7,Like Home,"['النوع', 'شقة', 'كمبوند', 'رحاب سيتي', 'السعر', '2,700,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '121', 'غرف نوم', '2', 'الحمامات', '2', 'الطابق', 'الأرضى', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44427056-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427057-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427058-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427059-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427060-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427061-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427062-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427063-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427064-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427065-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427066-400x300.jpeg']",['شقة 121م ارضى بحديقة 60م تشطيب شركه للبيع بالرحاب بالمرحلة التاسعة مكونه من غرفتين نوم و٢حمام ومطبخ وريسبشن فيو جاردن وميدان اتجاه بحرى صريح قريبه من مول افينيو وكارفور للتواصل والاستفسار مع الدكتور مصطفى مدير شركة مودرن هومز للتسويق العقارى بالمبنى الادارى'],['رقم الإعلان 194660732'],"11-29-2022, 13-42"
شقه  للبيع في المقطم ( كمبوند بيانستر ) الهضبه الوسطي,"1,176,501 ج.م","المقطم, القاهرة",منذ 1 ساعة,https://www.olx.com.eg/properties/cairo/?page=8,Smart Group Holding,"['النوع', 'شقة', 'كمبوند', 'بيانستر', 'السعر', '1,176,501', 'نوع السعر', 'السعر', 'مقدم', '352,950', 'المساحة (م٢)', '124', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', '3', 'مفروش', 'لا', 'طريقة الدفع', 'تقسيط', 'تاريخ التسليم', '2023', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/42234323-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361911-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361912-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361913-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361914-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361915-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361916-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361917-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361918-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361919-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/35361910-400x300.jpeg']",['امتلك واستثمر شقتك بارقى مواقع الهضبه الوسطي \n\nاقساط تصل حتى 60 شهر\n\n\nالوصف :-\n\nامتلك شقتك فى  كمبوند ( بيانستر ) الهضبه الوسطي\n\n* شقق بارقي المناطق بمساحات مختلفه\n\n* مكونه من ثلاث غرف و حمام وريسبشن  ومطبخ بالدور الثالث\n\nساااارع بالحجز قبل زياده الاسعار. \n\n* نظام سداد : مقدم 30 % \n\nو أقساط على 60 شهر\n\n* خصم ::: ** عند الدفع كاش **\n\n\n- مساحات تبدأ من 124 م الي 160 م\n\n*للاستفسار\n\nسيب اسمك ورقمك في رساله وهنتواصل معك في اقرب وقت . \n\nOs'],['رقم الإعلان 190944386'],"11-29-2022, 13-42"
للبيع بمدينتي ارضي بجاردن تشطيب الترا سوبر لوكسb6 خطوات للحركه,"2,800,000 ج.م","مدينتي, القاهرة",منذ 1 ساعة,https://www.olx.com.eg/properties/cairo/?page=8,Dahab-real-estate,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'السعر', '2,800,000', 'نوع السعر', 'السعر', 'مقدم', '2,800,000', 'المساحة (م٢)', '103', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', 'الأرضى', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44425577-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425578-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425579-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425580-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425581-400x300.jpeg']",['للبيع بمدينتي ارضي بجاردن تشطيب الترا سوبر لوكسb6   \nمكونه من 3 غرف و2 حمام \nقريبه جدا للخدمات والاثاوث بارك \nجيبسن بورد وصبوتات ولايزفي ١٣ ضوء في صاله لوحدها بس\nسباكة وكهرباه اشنيدر الماني اصلي بره  وجوه\nتفوير الحمامات الصغير والكبير كول واحد في ٤ اضاءات مختلفه من اسبوتات لايد لايت\nاوضة مكتب فيها ٥ اضاءات\nاوضة طفل ٥ اضاءات\nستاير جديدة شباك شيش جميل في اوضة المكتب\nالازاز  كاتم للصوت Jumbo في كل البيت ما بيدخلش تراب  لو سبتيها مقفولة بشهور هتكون مطمن\n احواط للزراعة في الجنينة تبليط الجنينه بالكامل\nسلم الجنينة رخام بالكامل\nالارض كولها بورسلين\nوحيطة الصالة كلها بورسلين حوائ\nمكتب للعقارات مجمع البنوك مكتب 217 \nللتواصل 01111401221 م. قنديل'],['رقم الإعلان 194660446'],"11-29-2022, 13-42"
شقه للبيع بدار مصر الاندلس المرحله الثانيه 130م,"850,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 1 ساعة,https://www.olx.com.eg/properties/cairo/?page=8,Golden Cost,"['النوع', 'شقة', 'كمبوند', 'دار مصر', 'السعر', '850,000', 'نوع السعر', 'قابل للنقاش', 'مقدم', '850,000', 'المساحة (م٢)', '130', 'غرف نوم', '3', 'الحمامات', '1', 'الطابق', 'الأرضى', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44425458-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425460-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425462-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425464-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425466-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425468-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425470-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425472-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425473-400x300.jpeg']",['لقطه للبيع بدار مصر الاندلس المرحله الثانيه \n130م \nلوكيشن مميز جدا امام كمبوند الهايد بارك علي التسعين الجنوبي مباشرتا \n\nالشقه بحري صريح -- فيو مفتوح \n\nلوكيشن مميز جدا في الكمبوند \n\n130م نموذج (B) ( 3 غرف نوم - حمام - رسيبشن - مطبخ )  \n\nمطلوب 850 الف مقدم قابل للتفاوض \n\nمتبقي 216 الف \nللتواصل // 01060516528'],['رقم الإعلان 194660420'],"11-29-2022, 13-42"
شقه للايجار المفروش بمدينتي لقطه 96مb7,"8,000 ج.م","مدينتي, القاهرة",منذ 1 ساعة,https://www.olx.com.eg/properties/cairo/?page=8,Tiger for real estate,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'نوع السعر', 'قابل للنقاش', 'فيديو', 'غير متوفر', 'السعر', '8,000', 'المساحة (م٢)', '96', 'غرف نوم', '2', 'الحمامات', '2', 'الطابق', '3', 'مفروش', 'نعم', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44425590-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425591-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425592-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425593-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425594-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425595-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425596-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425597-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425598-400x300.jpeg']",['للتواصل ٠١١١١٢٠٧١٣٢\nشقه مفروشه للايجار بمدينتي b7\nالمساحه ٩٦م غرفتين نوم و2حمام\nفيو جاردن جنب الخدمات\nمطلوب ٨٠٠٠ قابل للتفاوض\nشهر تامين وشهر ايجار\nالمفتاح موجود للمعاينة\nللتواصل ٠١١١١٢٠٧١٣٢'],['رقم الإعلان 194660449'],"11-29-2022, 13-42"
شقه 143 م  للايجار بالمرحله الثامنه B8 الشقه تطل على جاردن وايد جاردن,"10,000 ج.م","مدينتي, القاهرة",منذ 1 ساعة,https://www.olx.com.eg/properties/cairo/?page=8,MY CITY,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'نوع السعر', 'السعر', 'فيديو', 'غير متوفر', 'السعر', '10,000', 'المساحة (م٢)', '143', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', '5', 'مفروش', 'لا', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44425622-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425623-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425624-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425625-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425626-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425627-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425628-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425629-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425630-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425631-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425632-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425633-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425634-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425635-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425636-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44425637-400x300.jpeg']",['شقه 143 م  للايجار بالمرحله الثامنه B8\nأميز وأرقي مراحل مدينتي علي الإطلاق\nالشقه تطل على جاردن وايد جاردن روعه\nالشقه غير مجروحه إطلاقاً\nالشقه تشطيبات الشركه بحاله ممتازة\nبورسيلين اسباني. ارضيات hdf\nالمونتال جامبو وزجاج عازل\n2 اسانسير بالعماره\nتقسيمه داخليه عبارة عن 3غرف و2حمام\nوريسبشن قطعتين ومطبخ و 2 تراس\n\nللتواصل / 01159759100\n\nأحــمــد ســمــيـر\n\nشركة أبوظبي العقاريه بمدينتي'],['رقم الإعلان 194660455'],"11-29-2022, 13-42"
بالتقسيط فيلا مستقلة للبيع فى ماونتن فيو 3,"9,236,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 46 دقائق,https://www.olx.com.eg/properties/cairo/?page=6,Mo'men,"['النوع', 'فيلا منفصلة', 'كمبوند', 'ماونتن فيو 3', 'السعر', '9,236,000', 'نوع السعر', 'السعر', 'مقدم', '9,236,000', 'المساحة (م٢)', '425', 'غرف نوم', '5', 'الحمامات', '7', 'مفروش', 'لا', 'طريقة الدفع', 'تقسيط', 'تاريخ التسليم', '2024', 'شروط التسليم', 'محارة و حلوق', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44427326-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427327-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427328-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427329-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427330-400x300.jpeg']","['فيلا مستقلة للبيع فى ماونتن فيو 3 بالتقسيط\n\nالمبانى: 425 متر\nالارض: 558 متر\n\n5 غرف نوم\n\nغرفة المعيشة\n7 حمامات\nغرفة خادمة + حمام\n\nعلى المحارة\nفيو على Landscape\nتاريخ الاستلام 2024\n\nالمقدم: 9,236,000\n\nإجمالي السعر: 22,188,000\n\nStandalone Villa for Sale in Mountain View 3 with Installment\n\nBUA: 425 meters\nLand: 558 meters\n\n5 Bedrooms\nLiving Room\n7 Bathrooms\nMaid Room + Bathroom\n\nCore and Shell\nView Landscape\nDelivery Date 2024\n\nDown Payment: 9,236,000\n\nTotal: 22,188,000\n\nCode: 12062']",['رقم الإعلان 194660784'],"11-29-2022, 13-42"
محل تجارى مؤجر 65 متر للبيع مول الحريه مصر الجديده,"2,200,000 ج.م","مصر الجديدة, القاهرة",منذ 45 دقائق,https://www.olx.com.eg/properties/cairo/?page=6,K A N Real estate,"['النوع', 'محل', 'السعر', '2,200,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '65', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']",['https://images.olx.com.eg/thumbnails/44427246-400x300.jpeg'],['محل مؤجر للبيع مول الحريه روكسى مصر الجديده\n65 متر إيجار 3 سنوات متبقى سنتين \nإيجار شهرى 15 الف زياده 10% سنويا \nمطلوب 2.2 مليون'],['رقم الإعلان 194660771'],"11-29-2022, 13-42"
